postid,posttypeid,parentid,creationdate,score,title,"replace(body, '""', '&quot;')"
47493,2,15496,"2008-09-06 14:27:51",220,NULL,"<p>I was surprised by instance initializers the other day.  I was deleting some code-folded methods and ended up creating multiple instance initializers :</p>&#xA;&#xA;<pre><code>public class App {&#xA;    public App(String name) { System.out.println(name + &quot;'s constructor called&quot;); }&#xA;&#xA;    static { System.out.println(&quot;static initializer called&quot;); }&#xA;&#xA;    { System.out.println(&quot;instance initializer called&quot;); }&#xA;&#xA;    static { System.out.println(&quot;static initializer2 called&quot;); }&#xA;&#xA;    { System.out.println(&quot;instance initializer2 called&quot;); }&#xA;&#xA;    public static void main( String[] args ) {&#xA;        new App(&quot;one&quot;);&#xA;        new App(&quot;two&quot;);&#xA;  }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>Executing the <code>main</code> method will display: </p>&#xA;&#xA;<pre><code>static initializer called&#xA;static initializer2 called&#xA;instance initializer called&#xA;instance initializer2 called&#xA;one's constructor called&#xA;instance initializer called&#xA;instance initializer2 called&#xA;two's constructor called&#xA;</code></pre>&#xA;&#xA;<p>I guess these would be useful if you had multiple constructors and needed common code</p>&#xA;&#xA;<p>They also provide syntactic sugar for initializing your classes:</p>&#xA;&#xA;<pre><code>List&lt;Integer&gt; numbers = new ArrayList&lt;Integer&gt;(){{ add(1); add(2); }};&#xA;&#xA;Map&lt;String,String&gt; codes = new HashMap&lt;String,String&gt;(){{ &#xA;  put(&quot;1&quot;,&quot;one&quot;); &#xA;  put(&quot;2&quot;,&quot;two&quot;);&#xA;}};&#xA;</code></pre>&#xA;"
49701,2,15496,"2008-09-08 13:24:58",6,NULL,"<p>Joshua Bloch's new <a href=&quot;http://rads.stackoverflow.com/amzn/click/0321356683&quot; rel=&quot;nofollow&quot;>Effective Java</a> is a good resource.</p>&#xA;"
50107,2,15496,"2008-09-08 16:38:47",5,NULL,"<ul>&#xA;<li><a href=&quot;http://www.unix.com.ua/orelly/java-ent/jnut/ch03_11.htm&quot;>Local classes</a>.</li>&#xA;<li><a href=&quot;http://virtualinfinity.net/wordpress/java/esoteric-java-features/2007/01/09/6/&quot;>Instantiating Java inner-classes from outside of the containing class</a>.</li>&#xA;</ul>&#xA;"
52914,2,15496,"2008-09-09 21:10:31",134,NULL,"<p>Allowing methods and constructors in enums surprised me. For example:</p>&#xA;&#xA;<pre><code>enum Cats {&#xA;  FELIX(2), SHEEBA(3), RUFUS(7);&#xA;&#xA;  private int mAge;&#xA;  Cats(int age) {&#xA;    mAge = age;&#xA;  }&#xA;  public int getAge() {&#xA;    return mAge;&#xA;   }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>You can even have a &quot;constant specific class body&quot; which allows a specific enum value to override methods.</p>&#xA;&#xA;<p>More documentation <a href=&quot;http://java.sun.com/j2se/1.5.0/docs/guide/language/enums.html&quot; rel=&quot;nofollow&quot;>here</a>.</p>&#xA;"
54762,2,15496,"2008-09-10 17:20:12",37,NULL,"<p>Not really part of the Java language, but the javap disassembler which comes with Sun's JDK is not widely known or used.</p>&#xA;"
55616,2,15496,"2008-09-11 01:15:19",201,NULL,"<p>JDK 1.6_07+ contains an app called VisualVM (bin/jvisualvm.exe) that is a nice GUI on top of many of the tools.  It seems more comprehensive than JConsole.</p>&#xA;"
55679,2,15496,"2008-09-11 02:09:13",121,NULL,"<p>The type params for generic methods can be specified explicitly like so:</p>&#xA;&#xA;<pre><code>Collections.&lt;String,Integer&gt;emptyMap()&#xA;</code></pre>&#xA;"
64136,2,15496,"2008-09-15 15:50:34",19,NULL,"<p>It took them long enough to add support for this,</p>&#xA;&#xA;<p><a href=&quot;http://java.sun.com/docs/books/tutorial/uiswing/misc/systemtray.html&quot; rel=&quot;nofollow&quot;>System Tray</a></p>&#xA;"
64164,2,15496,"2008-09-15 15:55:15",56,NULL,"<p>The <a href=&quot;http://java.sun.com/j2se/1.5.0/docs/api/java/util/Arrays.html#asList(T...)&quot; rel=&quot;nofollow&quot;>asList</a> method in <code>java.util.Arrays</code> allows a nice combination of varargs, generic methods and autoboxing:</p>&#xA;&#xA;<pre><code>List&lt;Integer&gt; ints = Arrays.asList(1,2,3);&#xA;</code></pre>&#xA;"
64274,2,15496,"2008-09-15 16:08:03",6,NULL,"<p>Some control-flow tricks, <code>finally</code> around a <code>return</code> statement:</p>&#xA;&#xA;<pre><code>int getCount() { &#xA;  try { return 1; }&#xA;  finally { System.out.println(&quot;Bye!&quot;); }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>The rules for <a href=&quot;http://java.sun.com/docs/books/jls/third_edition/html/defAssign.html&quot; rel=&quot;nofollow&quot;>definite assignment</a> will check that a final variable is always assigned through a simple control-flow analysis:</p>&#xA;&#xA;<pre><code>final int foo;&#xA;if(...)&#xA;  foo = 1;&#xA;else&#xA;  throw new Exception();&#xA;foo+1;&#xA;</code></pre>&#xA;"
64369,2,15496,"2008-09-15 16:19:57",7,NULL,"<p>JVisualVM from the bin directory in the JDK distribution. Monitoring and even profiling any java application, even one you didn't launch with any special parameters. Only in recent versions of the Java 6SE JDK.</p>&#xA;"
64618,2,15496,"2008-09-15 16:49:52",142,NULL,"<p>Transfer of control in a finally block throws away any exception.  The following code does not throw RuntimeException -- it is lost.</p>&#xA;&#xA;<pre><code>public static void doSomething() {&#xA;    try {&#xA;      //Normally you would have code that doesn't explicitly appear &#xA;      //to throw exceptions so it would be harder to see the problem.&#xA;      throw new RuntimeException();&#xA;    } finally {&#xA;      return;&#xA;    }&#xA;  }&#xA;</code></pre>&#xA;&#xA;<p>From <a href=&quot;http://jamesjava.blogspot.com/2006/03/dont-return-in-finally-clause.html&quot; rel=&quot;nofollow&quot;>http://jamesjava.blogspot.com/2006/03/dont-return-in-finally-clause.html</a></p>&#xA;"
75519,2,15496,"2008-09-16 18:35:19",36,NULL,"<p>The addition of the for-each loop construct in 1.5.  I &lt;3 it.</p>&#xA;&#xA;<pre><code>// For each Object, instantiated as foo, in myCollection&#xA;for(Object foo: myCollection) {&#xA;  System.out.println(foo.toString());&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>And can be used in nested instances:</p>&#xA;&#xA;<pre><code>for (Suit suit : suits)&#xA;  for (Rank rank : ranks)&#xA;    sortedDeck.add(new Card(suit, rank));&#xA;</code></pre>&#xA;&#xA;<p>The for-each construct is also applicable to arrays, where it hides the index variable rather than the iterator. The following method returns the sum of the values in an int array: </p>&#xA;&#xA;<pre><code>// Returns the sum of the elements of a&#xA;int sum(int[] a) {&#xA;  int result = 0;&#xA;  for (int i : a)&#xA;    result += i;&#xA;  return result;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p><a href=&quot;http://java.sun.com/j2se/1.5.0/docs/guide/language/foreach.html&quot; rel=&quot;nofollow&quot;>Link to the Sun documentation</a></p>&#xA;"
76317,2,15496,"2008-09-16 20:02:00",10,NULL,"<p>&quot;const&quot; is a keyword, but you can't use it.</p>&#xA;&#xA;<pre><code>int const = 1;   // &quot;not a statement&quot;&#xA;const int i = 1; // &quot;illegal start of expression&quot;&#xA;</code></pre>&#xA;&#xA;<p>I guess the compiler writers thought it might be used in the future and they'd better keep it reserved.</p>&#xA;"
82236,2,15496,"2008-09-17 11:39:29",52,NULL,"<p>Not really a feature, but an amusing trick I discovered recently in some Web page:</p>&#xA;&#xA;<pre><code>class Example&#xA;{&#xA;  public static void main(String[] args)&#xA;  {&#xA;    System.out.println(&quot;Hello World!&quot;);&#xA;    http://Phi.Lho.free.fr&#xA;&#xA;    System.exit(0);&#xA;  }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>is a valid Java program (although it generates a warning).&#xA;If you don't see why, see Gregory's answer! ;-) Well, syntax highlighting here also gives a hint!</p>&#xA;"
83113,2,15496,"2008-09-17 13:23:07",93,NULL,"<p>My favorite: dump all thread stack traces to standard out.</p>&#xA;&#xA;<p>windows: <kbd>CTRL</kbd>-<kbd>Break</kbd> in your java cmd/console window</p>&#xA;&#xA;<p>unix:  <code>kill -3 PID</code></p>&#xA;"
85703,2,15496,"2008-09-17 17:38:00",7,NULL,"<p>The power you can have over the garbage collector and how it manages object collection is very powerful, especially for long-running and time-sensitive applications. It starts with weak, soft, and phantom references in the java.lang.ref package. Take a look at those, especially for building caches (there is a java.util.WeakHashMap already). Now dig a little deeper into the ReferenceQueue and you'll start having even more control. Finally grab the docs on the garbage collector itself and you'll be able to control how often it runs, sizes of different collection areas, and the types of algorithms used (for Java 5 see <a href=&quot;http://java.sun.com/docs/hotspot/gc5.0/gc_tuning_5.html&quot; rel=&quot;nofollow&quot;>http://java.sun.com/docs/hotspot/gc5.0/gc_tuning_5.html</a>). </p>&#xA;"
101659,2,15496,"2008-09-19 13:02:50",53,NULL,"<p>Using <strong>this</strong> keyword for accessing fields/methods of containing class from an inner class. In below, rather contrived example, we want to use sortAscending field of container class from the anonymous inner class. Using ContainerClass.this.sortAscending instead of this.sortAscending does the trick.</p>&#xA;&#xA;<pre><code>import java.util.Comparator;&#xA;&#xA;public class ContainerClass {&#xA;boolean sortAscending;&#xA;public Comparator createComparator(final boolean sortAscending){&#xA;	Comparator comparator = new Comparator&lt;Integer&gt;() {&#xA;&#xA;		public int compare(Integer o1, Integer o2) {&#xA;			if (sortAscending || ContainerClass.this.sortAscending) {&#xA;				return o1 - o2;&#xA;			} else {&#xA;				return o2 - o1;&#xA;			}&#xA;		}&#xA;&#xA;	};&#xA;	return comparator;&#xA;}&#xA;}&#xA;</code></pre>&#xA;"
101851,2,15496,"2008-09-19 13:35:12",46,NULL,"<p>This is not exactly &quot;hidden features&quot; and not very useful, but can be extremely interesting in some cases:<br>&#xA;Class sun.misc.Unsafe - will allow you to implement <em>direct memory management</em> in Java (you can even write self-modifying Java code with this if you try a lot):</p>&#xA;&#xA;<pre><code>public class UnsafeUtil {&#xA;&#xA;    public static Unsafe unsafe;&#xA;    private static long fieldOffset;&#xA;    private static UnsafeUtil instance = new UnsafeUtil();&#xA;&#xA;    private Object obj;&#xA;&#xA;    static {&#xA;    	try {&#xA;    		Field f = Unsafe.class.getDeclaredField(&quot;theUnsafe&quot;);&#xA;    		f.setAccessible(true);&#xA;&#xA;    		unsafe = (Unsafe)f.get(null);&#xA;    		fieldOffset = unsafe.objectFieldOffset(UnsafeUtil.class.getDeclaredField(&quot;obj&quot;));&#xA;    	} catch (Exception e) {&#xA;    		throw new RuntimeException(e);&#xA;    	}&#xA;    };&#xA;}&#xA;</code></pre>&#xA;"
129378,2,15496,"2008-09-24 19:37:07",9,NULL,"<p>How about Properties files in your choice of encodings?  Used to be, when you loaded your Properties, you provided an InputStream and the <code>load()</code> method decoded it as ISO-8859-1.  You <em>could</em> actually store the file in some other encoding, but you had to use a disgusting hack like this after loading to properly decode the data: </p>&#xA;&#xA;<pre><code>String realProp = new String(prop.getBytes(&quot;ISO-8859-1&quot;), &quot;UTF-8&quot;);&#xA;</code></pre>&#xA;&#xA;<p>But, as of JDK 1.6, there's a <code>load()</code> method that takes a Reader instead of an InputStream, which means you can use the correct encoding from the beginning (there's also a <code>store()</code> method that takes a Writer).  This seems like a pretty big deal to me, but it appears to have been snuck into the JDK with no fanfare at all.  I only stumbled upon it a few weeks ago, and a quick Google search turned up just one passing mention of it.</p>&#xA;"
